person_id,paper_id
1693933,1f4bee77bb69b92dd16ce0c3ad0f477f4ecf1d30
2070105034,1f4bee77bb69b92dd16ce0c3ad0f477f4ecf1d30
35089024,39af4070dca3221d275898c55884167bc03fe73d
35655815,39af4070dca3221d275898c55884167bc03fe73d
144245703,39af4070dca3221d275898c55884167bc03fe73d
2108047195,39af4070dca3221d275898c55884167bc03fe73d
2083295023,39af4070dca3221d275898c55884167bc03fe73d
2080434643,39af4070dca3221d275898c55884167bc03fe73d
1950081,39af4070dca3221d275898c55884167bc03fe73d
9766598,6e4e15ab0d55232b93e76ddecb6c969a0d18f853
32535366,6e4e15ab0d55232b93e76ddecb6c969a0d18f853
39592606,6e4e15ab0d55232b93e76ddecb6c969a0d18f853
3083019,6e4e15ab0d55232b93e76ddecb6c969a0d18f853
34110040,6e4e15ab0d55232b93e76ddecb6c969a0d18f853
143906110,6e4e15ab0d55232b93e76ddecb6c969a0d18f853
36994619,647d0e540627c5a903299a90d20530f8e48c18d9
2835741,647d0e540627c5a903299a90d20530f8e48c18d9
50701671,647d0e540627c5a903299a90d20530f8e48c18d9
48107154,647d0e540627c5a903299a90d20530f8e48c18d9
31590259,647d0e540627c5a903299a90d20530f8e48c18d9
48662628,647d0e540627c5a903299a90d20530f8e48c18d9
1752888049,13bd0e08713f0b340396634892d2c9e3c5bee548
1403809434,13bd0e08713f0b340396634892d2c9e3c5bee548
1860924,e8505f6175585713aa7b785285b3abc4113b57ef
3255652,e8505f6175585713aa7b785285b3abc4113b57ef
1685097,e8505f6175585713aa7b785285b3abc4113b57ef
144039860,e8505f6175585713aa7b785285b3abc4113b57ef
2070105034,1731458f7ac96b23bd8ffe4c1bb71295772b5566
1394869912,1731458f7ac96b23bd8ffe4c1bb71295772b5566
1389415257,1731458f7ac96b23bd8ffe4c1bb71295772b5566
3215556,8ada773522e0cc1b1a1b36b8e5d85417794a875f
1702467,8ada773522e0cc1b1a1b36b8e5d85417794a875f
1741346,8ada773522e0cc1b1a1b36b8e5d85417794a875f
145739536,8ada773522e0cc1b1a1b36b8e5d85417794a875f
23605695,4f873d5a3ab80402e206a361eeffd3b69f014db0
2590886,4f873d5a3ab80402e206a361eeffd3b69f014db0
1734682,4f873d5a3ab80402e206a361eeffd3b69f014db0
51229930,b3b64555a641afd3c8fc2da30bbb30b0b56e0c60
46207591,12b8af038d27defddc972c9bbcdf151b2594ee69
34815790,12b8af038d27defddc972c9bbcdf151b2594ee69
1977200,12b8af038d27defddc972c9bbcdf151b2594ee69
144392618,d47686fd5ce403fe962c80b651c8b130061a5d73
1702306,d47686fd5ce403fe962c80b651c8b130061a5d73
1705375,d47686fd5ce403fe962c80b651c8b130061a5d73
2082595527,e0fdd11f8ffe065081e2e4694a8855a766abe31a
145305773,e0fdd11f8ffe065081e2e4694a8855a766abe31a
40996948,620f78ee4a52c3f61e5600d5c354b2234d8f7858
2521667,620f78ee4a52c3f61e5600d5c354b2234d8f7858
144850855,620f78ee4a52c3f61e5600d5c354b2234d8f7858
145326878,620f78ee4a52c3f61e5600d5c354b2234d8f7858
1741342,620f78ee4a52c3f61e5600d5c354b2234d8f7858
145250139,620f78ee4a52c3f61e5600d5c354b2234d8f7858
40895294,006bd41c4a52c64445afdbc67182715a476e09c8
143879633,006bd41c4a52c64445afdbc67182715a476e09c8
1706223,006bd41c4a52c64445afdbc67182715a476e09c8
39592606,0134db5adf50c471906cbffa0d2f6a4fcbc0ae01
31472189,0134db5adf50c471906cbffa0d2f6a4fcbc0ae01
2057331457,0134db5adf50c471906cbffa0d2f6a4fcbc0ae01
143906110,0134db5adf50c471906cbffa0d2f6a4fcbc0ae01
1803518,0134db5adf50c471906cbffa0d2f6a4fcbc0ae01
1410733743,f0dde44d5836ac8ae1d8a501b26317c952fe5abc
1403979144,f0dde44d5836ac8ae1d8a501b26317c952fe5abc
2409325,f0dde44d5836ac8ae1d8a501b26317c952fe5abc
47010888,d7948ee13698eaa556716b4161202f8690e493ff
2073794811,d7948ee13698eaa556716b4161202f8690e493ff
49839849,16a65dcd609d48f79a9a271377628fdae5315a62
1400900759,16a65dcd609d48f79a9a271377628fdae5315a62
145173699,16a65dcd609d48f79a9a271377628fdae5315a62
145002767,16a65dcd609d48f79a9a271377628fdae5315a62
4023152,16a65dcd609d48f79a9a271377628fdae5315a62
2217073,16a65dcd609d48f79a9a271377628fdae5315a62
2559032,16a65dcd609d48f79a9a271377628fdae5315a62
1864942,16a65dcd609d48f79a9a271377628fdae5315a62
1881965,16a65dcd609d48f79a9a271377628fdae5315a62
6324301,16a65dcd609d48f79a9a271377628fdae5315a62
96510111,16a65dcd609d48f79a9a271377628fdae5315a62
10217996,16a65dcd609d48f79a9a271377628fdae5315a62
4383001,16a65dcd609d48f79a9a271377628fdae5315a62
2661384,16a65dcd609d48f79a9a271377628fdae5315a62
9766598,f75f16b5cf0fc2e667d79a122190757bfccb0a3d
39592606,f75f16b5cf0fc2e667d79a122190757bfccb0a3d
32535366,f75f16b5cf0fc2e667d79a122190757bfccb0a3d
143906110,f75f16b5cf0fc2e667d79a122190757bfccb0a3d
47010888,b374939320dcba4255a14637d36bbee785a2d860
1751143,b374939320dcba4255a14637d36bbee785a2d860
1721711,b374939320dcba4255a14637d36bbee785a2d860
1398238537,d427db1ba2cc92b36d16a5e5114f1027c90fff68
2285406,d427db1ba2cc92b36d16a5e5114f1027c90fff68
4047075,7549a6e03afdd42ae94c19235db076319eeb34f8
2064473584,7549a6e03afdd42ae94c19235db076319eeb34f8
145580839,7549a6e03afdd42ae94c19235db076319eeb34f8
1705151,7549a6e03afdd42ae94c19235db076319eeb34f8
1804361,ae876b07435880d0359ca68b30af90b2e3193ad4
47557631,ae876b07435880d0359ca68b30af90b2e3193ad4
144668991,45063cf2e0116e700da5ca2863c8bb82ad4d64c2
32267146,e89c22555d5e20a14669522838029c6f49893c57
144007515,e89c22555d5e20a14669522838029c6f49893c57
1706922,e89c22555d5e20a14669522838029c6f49893c57
2059572334,e89c22555d5e20a14669522838029c6f49893c57
3470782,e89c22555d5e20a14669522838029c6f49893c57
40892737,6cc4b0919f14bdcba4d3f1d97b04bd134bfb45c4
48107154,6cc4b0919f14bdcba4d3f1d97b04bd134bfb45c4
2460428,6cc4b0919f14bdcba4d3f1d97b04bd134bfb45c4
8613913,6cc4b0919f14bdcba4d3f1d97b04bd134bfb45c4
50701671,6cc4b0919f14bdcba4d3f1d97b04bd134bfb45c4
2028869,6cc4b0919f14bdcba4d3f1d97b04bd134bfb45c4
50669606,6cc4b0919f14bdcba4d3f1d97b04bd134bfb45c4
48662628,6cc4b0919f14bdcba4d3f1d97b04bd134bfb45c4
50378124,f51dfc161c98140d4156e512dd3b4f839cc7f491
50118077,f51dfc161c98140d4156e512dd3b4f839cc7f491
2236429,f51dfc161c98140d4156e512dd3b4f839cc7f491
1746871,f51dfc161c98140d4156e512dd3b4f839cc7f491
145986014,f51dfc161c98140d4156e512dd3b4f839cc7f491
9766598,f7a8573d4daa4083419a864ef7a8bf97bc0754e5
143906110,f7a8573d4daa4083419a864ef7a8bf97bc0754e5
32535366,f7a8573d4daa4083419a864ef7a8bf97bc0754e5
144668991,e7f1640a76bbfdf701e6cd4d81163be2eb97a4de
9613825,f3b0ca9d0c420e6c6bc24a5e9dd959e8c899b38e
3016228,f3b0ca9d0c420e6c6bc24a5e9dd959e8c899b38e
1817470,f3b0ca9d0c420e6c6bc24a5e9dd959e8c899b38e
1746173,f3b0ca9d0c420e6c6bc24a5e9dd959e8c899b38e
34533996,42fe18be6e9ff2c11e5b2347c93e131c9abc7a51
3418946,91bd879d3fcbdb851c8442be47e7ee8fa4ef8586
145770133,91bd879d3fcbdb851c8442be47e7ee8fa4ef8586
2873542,91bd879d3fcbdb851c8442be47e7ee8fa4ef8586
38736958,91bd879d3fcbdb851c8442be47e7ee8fa4ef8586
144666776,91bd879d3fcbdb851c8442be47e7ee8fa4ef8586
2872113,19c284f50869970a31f45cbec20d2db90aa278e3
35774662,19c284f50869970a31f45cbec20d2db90aa278e3
2589314,19c284f50869970a31f45cbec20d2db90aa278e3
2089333,19c284f50869970a31f45cbec20d2db90aa278e3
2948541,19c284f50869970a31f45cbec20d2db90aa278e3
1403594377,6b98410fcea56a1d8368fe31384d2cacdcf78fdc
34069293,6b98410fcea56a1d8368fe31384d2cacdcf78fdc
2730618,6b98410fcea56a1d8368fe31384d2cacdcf78fdc
2102926579,6b98410fcea56a1d8368fe31384d2cacdcf78fdc
31435894,cdadc2aa758d3abc1f77add07232f21df9287162
1794160,cdadc2aa758d3abc1f77add07232f21df9287162
2084117002,f6dc7097c06f58e93209f5cf14913c63dcfe183f
1403835168,f6dc7097c06f58e93209f5cf14913c63dcfe183f
2967413,f6dc7097c06f58e93209f5cf14913c63dcfe183f
144024329,f6dc7097c06f58e93209f5cf14913c63dcfe183f
1409306700,f6dc7097c06f58e93209f5cf14913c63dcfe183f
1796394,f6dc7097c06f58e93209f5cf14913c63dcfe183f
3019221,a31b391917fbfc24675fc13a6724fe61460b425a
1891554,a31b391917fbfc24675fc13a6724fe61460b425a
1730344,a31b391917fbfc24675fc13a6724fe61460b425a
9097705,a31b391917fbfc24675fc13a6724fe61460b425a
2731035,5685a394b25fcb27b6ad91f7325f2e60a9892e2a
2078490339,9b3f2b73263ce06a6d61ef2ad9df7cce33e171f7
2982298,416292827584552604807411db7262d7c28257e6
71371263,416292827584552604807411db7262d7c28257e6
2503073,416292827584552604807411db7262d7c28257e6
51488437,325bbe2c92072b16645a5cded3b9eda3cb97660b
2061173271,325bbe2c92072b16645a5cded3b9eda3cb97660b
2193901,325bbe2c92072b16645a5cded3b9eda3cb97660b
2064249638,e02acab3e0c44f425705865869f3e51f7998dd24
3393755,e02acab3e0c44f425705865869f3e51f7998dd24
2070105034,e02acab3e0c44f425705865869f3e51f7998dd24
144668991,02808823641975868e3212fd7ae859514fdbdf32
34856697,02808823641975868e3212fd7ae859514fdbdf32
25355201,02808823641975868e3212fd7ae859514fdbdf32
34580886,c8df841db2bfe68fc7624f004217c0255f385063
2856719,0daa156e7b4168df25733ce58680dd15b539fa50
1699192,0daa156e7b4168df25733ce58680dd15b539fa50
1850588,0daa156e7b4168df25733ce58680dd15b539fa50
145301017,0daa156e7b4168df25733ce58680dd15b539fa50
48035814,0daa156e7b4168df25733ce58680dd15b539fa50
1903798,0daa156e7b4168df25733ce58680dd15b539fa50
144668991,262fe2a2b5d1c0fa7feb63f3bf0c1fd81f1b7c80
3246503,acf5fce7472de410985d223d3ce1271a5014d1e7
2207212,acf5fce7472de410985d223d3ce1271a5014d1e7
3159707,acf5fce7472de410985d223d3ce1271a5014d1e7
144494743,acf5fce7472de410985d223d3ce1271a5014d1e7
145219017,acf5fce7472de410985d223d3ce1271a5014d1e7
1694512,acf5fce7472de410985d223d3ce1271a5014d1e7
9106917,45af864f2f9991eb9f9545fdec45ccf2adb5f0fa
39269062,d6b68954d6acddce319de327af65d164bdfc5543
2111034665,71ca3a6c98c8b60117d01f324487ea8bfe34c54b
47774578,71ca3a6c98c8b60117d01f324487ea8bfe34c54b
1891554,71ca3a6c98c8b60117d01f324487ea8bfe34c54b
9097705,71ca3a6c98c8b60117d01f324487ea8bfe34c54b
1730344,71ca3a6c98c8b60117d01f324487ea8bfe34c54b
14886336,342253053f72911edc54df84708f1c1a8db279b6
8349792,342253053f72911edc54df84708f1c1a8db279b6
49330176,342253053f72911edc54df84708f1c1a8db279b6
2109590665,342253053f72911edc54df84708f1c1a8db279b6
2110677374,ae63486b2791b301ea4f31b654579687b2f2f95a
2298635186,ae63486b2791b301ea4f31b654579687b2f2f95a
47539394,f0c9fabba39fb5d471d6bd37f6d1c68811fef48b
1730344,f0c9fabba39fb5d471d6bd37f6d1c68811fef48b
145322246,f0c9fabba39fb5d471d6bd37f6d1c68811fef48b
1891554,f0c9fabba39fb5d471d6bd37f6d1c68811fef48b
143663410,f0c9fabba39fb5d471d6bd37f6d1c68811fef48b
2371988,5b0ade1a2ae06e9d8b51f2d5c424a0cdad847e8a
2112395404,5b0ade1a2ae06e9d8b51f2d5c424a0cdad847e8a
1791547,5b0ade1a2ae06e9d8b51f2d5c424a0cdad847e8a
72166011,5b0ade1a2ae06e9d8b51f2d5c424a0cdad847e8a
143704623,5b0ade1a2ae06e9d8b51f2d5c424a0cdad847e8a
1772311,575c8ee3782f37dd0e7df8b9f3161ae3e7783b1c
31380655,8f6e3b466c4ecc6e0ff779e58cf1b885c7b09f11
145472032,8f6e3b466c4ecc6e0ff779e58cf1b885c7b09f11
1699192,2529bb021fda27e1b4012ea62d68c26fd53efcd3
1850588,2529bb021fda27e1b4012ea62d68c26fd53efcd3
48035814,2529bb021fda27e1b4012ea62d68c26fd53efcd3
21024202,ff784e951325b54f911c3c82bde5b3d6810459c3
34399700,ff784e951325b54f911c3c82bde5b3d6810459c3
2176381,ff784e951325b54f911c3c82bde5b3d6810459c3
49330176,ff784e951325b54f911c3c82bde5b3d6810459c3
2410119,2aac97b85bfb33c0bae35be23b02238c79a937d7
1695194,2aac97b85bfb33c0bae35be23b02238c79a937d7
33163897,2aac97b85bfb33c0bae35be23b02238c79a937d7
2102129,3b3df8387a7924c966c87662d4d2547e5c0fb662
145472032,3b3df8387a7924c966c87662d4d2547e5c0fb662
2207401,217c25a7dc4380f12497edf4d7d013d11195c005
25635969,217c25a7dc4380f12497edf4d7d013d11195c005
144302930,217c25a7dc4380f12497edf4d7d013d11195c005
1821099,217c25a7dc4380f12497edf4d7d013d11195c005
1699192,0e9882f5d9a4c0ee873f7806ffe645b0473377a7
1850588,0e9882f5d9a4c0ee873f7806ffe645b0473377a7
48035814,0e9882f5d9a4c0ee873f7806ffe645b0473377a7
1713172,0073395c4fec448b21963cf06ab01b671ccaaac3
3118051,0073395c4fec448b21963cf06ab01b671ccaaac3
3291006,0073395c4fec448b21963cf06ab01b671ccaaac3
2856719,a5170eb87547140ee2e9d89e12e49e64b5f1f7d5
1699192,a5170eb87547140ee2e9d89e12e49e64b5f1f7d5
1850588,a5170eb87547140ee2e9d89e12e49e64b5f1f7d5
145301017,a5170eb87547140ee2e9d89e12e49e64b5f1f7d5
48035814,a5170eb87547140ee2e9d89e12e49e64b5f1f7d5
1903798,a5170eb87547140ee2e9d89e12e49e64b5f1f7d5
2019538,205d1d5689f7327d909f6a4addb2f0d98ab7d17e
2520357,205d1d5689f7327d909f6a4addb2f0d98ab7d17e
144773815,205d1d5689f7327d909f6a4addb2f0d98ab7d17e
2606269,205d1d5689f7327d909f6a4addb2f0d98ab7d17e
1774041,205d1d5689f7327d909f6a4addb2f0d98ab7d17e
2338598,205d1d5689f7327d909f6a4addb2f0d98ab7d17e
1798186,205d1d5689f7327d909f6a4addb2f0d98ab7d17e
105033100,6300cd54e6ae992d87cb22ce536aa99a5f9e6ab4
2969299,6300cd54e6ae992d87cb22ce536aa99a5f9e6ab4
1828049,6300cd54e6ae992d87cb22ce536aa99a5f9e6ab4
82250495,6300cd54e6ae992d87cb22ce536aa99a5f9e6ab4
1713030,6300cd54e6ae992d87cb22ce536aa99a5f9e6ab4
34580886,6008ea0ff9406834436c2ab39dca17390f978a23
1709784,6008ea0ff9406834436c2ab39dca17390f978a23
1718274,6008ea0ff9406834436c2ab39dca17390f978a23
2102129,212d1c7cfad4d8dae39deb669337cb46b0274d78
145472032,212d1c7cfad4d8dae39deb669337cb46b0274d78
2145774899,ccca203382e5dd198c089a0f1d7af7bef0f694e9
2149052058,ccca203382e5dd198c089a0f1d7af7bef0f694e9
2153911296,ccca203382e5dd198c089a0f1d7af7bef0f694e9
40451574,ccca203382e5dd198c089a0f1d7af7bef0f694e9
143915524,ccca203382e5dd198c089a0f1d7af7bef0f694e9
4098270,ccca203382e5dd198c089a0f1d7af7bef0f694e9
144304984,ccca203382e5dd198c089a0f1d7af7bef0f694e9
144605904,91b63db746becca15090963a8990dfe2b5103799
47666658,f117c6f12d067bd66dad40996b3931c069daa2da
145802082,f117c6f12d067bd66dad40996b3931c069daa2da
1764975,f117c6f12d067bd66dad40996b3931c069daa2da
3132693,bf5a42b53d156c0811e88e60d2a49f9fd9367cae
2841157,bf5a42b53d156c0811e88e60d2a49f9fd9367cae
2855934,4b06c7e29280b1c6bc05c9df39023b48fef02c93
102471415,4b06c7e29280b1c6bc05c9df39023b48fef02c93
2087066452,4b06c7e29280b1c6bc05c9df39023b48fef02c93
133551208,4b06c7e29280b1c6bc05c9df39023b48fef02c93
2125031571,4b06c7e29280b1c6bc05c9df39023b48fef02c93
48667025,4b06c7e29280b1c6bc05c9df39023b48fef02c93
2269971203,85328b4a8132bf4299f8cd7f8e79e850d561c8fc
2261850659,85328b4a8132bf4299f8cd7f8e79e850d561c8fc
2416504,41d4e093d5f7ed5aae1aaa9eb6c037742e4cf9b1
2079538975,41d4e093d5f7ed5aae1aaa9eb6c037742e4cf9b1
46251839,cc017a62c605a0749e35a1264a46d62e78fb68b7
2237403667,cc017a62c605a0749e35a1264a46d62e78fb68b7
2283455003,cc017a62c605a0749e35a1264a46d62e78fb68b7
2348402835,1bc34cb22131554ba18f6ba9e6ede5beb42939f1
39060992,1bc34cb22131554ba18f6ba9e6ede5beb42939f1
38818867,4e6bba65f7636a655c778a3e54cc58e148468963
48024382,4e6bba65f7636a655c778a3e54cc58e148468963
2150744,38f5b53b49be555430f33b8363910191a3df1d14
2285074747,38f5b53b49be555430f33b8363910191a3df1d14
2881033,1d174f0e3c391368d0f3384a144a6c7487f2a143
46432110,1d174f0e3c391368d0f3384a144a6c7487f2a143
120550117,3a74bed911ccf213d9595b2b02a5b1c4ac4dcaf8
2139634153,178571a5cde984c895493e2eb6c5487449d055cf
12013287,178571a5cde984c895493e2eb6c5487449d055cf
1500673788,178571a5cde984c895493e2eb6c5487449d055cf
2156059845,178571a5cde984c895493e2eb6c5487449d055cf
2110812737,178571a5cde984c895493e2eb6c5487449d055cf
143908701,178571a5cde984c895493e2eb6c5487449d055cf
80193067,178571a5cde984c895493e2eb6c5487449d055cf
2152634067,92fd5aaeacaa332a725e72647e20baec5c73b73d
2468335,92fd5aaeacaa332a725e72647e20baec5c73b73d
2186480691,b904dcdbd7c7b33938583f2f57d05ca70e121ea9
2200758545,b904dcdbd7c7b33938583f2f57d05ca70e121ea9
2150706913,b904dcdbd7c7b33938583f2f57d05ca70e121ea9
65965701,b904dcdbd7c7b33938583f2f57d05ca70e121ea9
2200528122,b904dcdbd7c7b33938583f2f57d05ca70e121ea9
2143272549,b904dcdbd7c7b33938583f2f57d05ca70e121ea9
50556355,1597449a7f64b6bd24639b4deab96c8a8c184177
49776606,1597449a7f64b6bd24639b4deab96c8a8c184177
29011153,1597449a7f64b6bd24639b4deab96c8a8c184177
47474337,1597449a7f64b6bd24639b4deab96c8a8c184177
2153527172,1597449a7f64b6bd24639b4deab96c8a8c184177
50470670,1597449a7f64b6bd24639b4deab96c8a8c184177
2289710033,bf69c98fca9a9f6c1cde871beddbcdc668b77771
46584628,f12930cd5f58990badc1a7c5d2749cad004cfb0e
153250242,f12930cd5f58990badc1a7c5d2749cad004cfb0e
50561597,f12930cd5f58990badc1a7c5d2749cad004cfb0e
2068352939,f12930cd5f58990badc1a7c5d2749cad004cfb0e
119723024,fe44200fed05f9a7c656f2245deded8fd5f5e1e6
1725285,fe44200fed05f9a7c656f2245deded8fd5f5e1e6
34859953,94deb62af3054c49e7d80bd7eb3ed5efe990fc0b
2241838,94deb62af3054c49e7d80bd7eb3ed5efe990fc0b
1903243,94deb62af3054c49e7d80bd7eb3ed5efe990fc0b
2146248481,94deb62af3054c49e7d80bd7eb3ed5efe990fc0b
143769760,94deb62af3054c49e7d80bd7eb3ed5efe990fc0b
144984672,b6b7fea1846e85ac1e3c7e3adda6e65b127d0368
144929055,b6b7fea1846e85ac1e3c7e3adda6e65b127d0368
1403270550,b6b7fea1846e85ac1e3c7e3adda6e65b127d0368
35436614,b6b7fea1846e85ac1e3c7e3adda6e65b127d0368
47232798,b6b7fea1846e85ac1e3c7e3adda6e65b127d0368
144186679,b6b7fea1846e85ac1e3c7e3adda6e65b127d0368
1399003993,a0d18dddaa995b126ad373e33767b9b881d16b2f
1698784963,a0d18dddaa995b126ad373e33767b9b881d16b2f
2113276011,a0d18dddaa995b126ad373e33767b9b881d16b2f
89377594,a0d18dddaa995b126ad373e33767b9b881d16b2f
1792351,a0d18dddaa995b126ad373e33767b9b881d16b2f
2749823,752604994a7ca548ff2954114fc61a501d857b1c
